,algorithm,step,winrate,drawrate,loserate
84,CrossQ + L2 + Target,3103,0.1,0.49999999999999994,0.39
85,CrossQ + L2 + Target,3122,0.11,0.49999999999999994,0.4
86,CrossQ + L2 + Target,3136,0.1,0.49999999999999994,0.4
87,CrossQ + L2 + Target,3140,0.11,0.53,0.38
88,CrossQ + L2 + Target,3186,0.1,0.54,0.39
89,CrossQ + L2 + Target,3219,0.09000000000000001,0.54,0.38
90,CrossQ + L2 + Target,3231,0.09000000000000001,0.52,0.38
91,CrossQ + L2 + Target,3249,0.09000000000000001,0.52,0.37
92,CrossQ + L2 + Target,3262,0.08000000000000002,0.52,0.39
93,CrossQ + L2 + Target,3274,0.09,0.52,0.38
94,CrossQ + L2 + Target,3286,0.09,0.52,0.41000000000000003
95,CrossQ + L2 + Target,3288,0.09,0.51,0.42000000000000004
96,CrossQ + L2 + Target,3310,0.08,0.5,0.42
97,CrossQ + L2 + Target,3317,0.08,0.5,0.42
98,CrossQ + L2 + Target,3334,0.08,0.5,0.42
99,CrossQ + L2 + Target,3354,0.07,0.52,0.42
100,CrossQ + L2 + Target,3373,0.08000000000000002,0.5,0.4
101,CrossQ + L2 + Target,3411,0.09,0.51,0.42000000000000004
102,CrossQ + L2 + Target,3470,0.08,0.53,0.41000000000000003
103,CrossQ + L2 + Target,3482,0.09,0.53,0.39
104,CrossQ + L2 + Target,3513,0.09,0.53,0.38
105,CrossQ + L2 + Target,3517,0.09,0.52,0.39
106,CrossQ + L2 + Target,3537,0.08,0.54,0.4
107,CrossQ + L2 + Target,3539,0.08,0.53,0.39
108,CrossQ + L2 + Target,3561,0.06999999999999999,0.53,0.38
109,CrossQ + L2 + Target,3568,0.07999999999999999,0.54,0.37
110,CrossQ + L2 + Target,3605,0.09,0.55,0.36
111,CrossQ + L2 + Target,3624,0.07,0.54,0.37
112,CrossQ + L2 + Target,3658,0.07,0.54,0.38
113,CrossQ + L2 + Target,3662,0.07,0.56,0.39
114,CrossQ + L2 + Target,3696,0.07,0.55,0.39
115,CrossQ + L2 + Target,3721,0.08,0.5599999999999999,0.38
116,CrossQ + L2 + Target,3764,0.08,0.5599999999999999,0.38
117,CrossQ + L2 + Target,3768,0.08,0.5700000000000001,0.37
118,CrossQ + L2 + Target,3790,0.06999999999999999,0.5800000000000001,0.36
119,CrossQ + L2 + Target,3812,0.06999999999999999,0.5800000000000001,0.36
120,CrossQ + L2 + Target,3819,0.06,0.5900000000000001,0.35
121,CrossQ + L2 + Target,3844,0.07,0.5800000000000001,0.37
122,CrossQ + L2 + Target,3856,0.07,0.59,0.35
123,CrossQ + L2 + Target,3856,0.07,0.59,0.35
124,CrossQ + L2 + Target,3856,0.07,0.58,0.35
125,CrossQ + L2 + Target,3856,0.07,0.58,0.35
126,CrossQ + L2 + Target,3856,0.05000000000000002,0.59,0.35
127,CrossQ + L2 + Target,3856,0.05000000000000002,0.59,0.35
128,CrossQ + L2 + Target,3856,0.05000000000000002,0.58,0.35
129,CrossQ + L2 + Target,3856,0.05000000000000002,0.58,0.35
130,CrossQ + L2 + Target,3875,0.06000000000000001,0.58,0.36
131,CrossQ + L2 + Target,3922,0.06,0.58,0.35
132,CrossQ + L2 + Target,3947,0.08,0.5700000000000001,0.35
133,CrossQ + L2 + Target,3954,0.07,0.5800000000000001,0.36
134,CrossQ + L2 + Target,3972,0.07,0.5800000000000001,0.37
135,CrossQ + L2 + Target,3983,0.07,0.5700000000000001,0.37
136,CrossQ + L2 + Target,4015,0.060000000000000005,0.58,0.37
137,CrossQ + L2 + Target,4041,0.05,0.59,0.36
138,CrossQ + L2 + Target,4063,0.060000000000000005,0.5800000000000001,0.36
139,CrossQ + L2 + Target,4070,0.07,0.58,0.37
140,CrossQ + L2 + Target,4089,0.06000000000000001,0.57,0.37
141,CrossQ + L2 + Target,4101,0.07,0.57,0.36
142,CrossQ + L2 + Target,4107,0.05,0.58,0.35
143,CrossQ + L2 + Target,4127,0.07,0.56,0.36
144,CrossQ + L2 + Target,4173,0.07,0.5800000000000001,0.35
145,CrossQ + L2 + Target,4203,0.05,0.56,0.37
146,CrossQ + L2 + Target,4205,0.07,0.58,0.37
147,CrossQ + L2 + Target,4223,0.05,0.59,0.36
148,CrossQ + L2 + Target,4234,0.060000000000000005,0.6,0.33999999999999997
149,CrossQ + L2 + Target,4266,0.05,0.62,0.33
150,CrossQ + L2 + Target,4278,0.07,0.6,0.33999999999999997
151,CrossQ + L2 + Target,4292,0.06999999999999999,0.61,0.32999999999999996
152,CrossQ + L2 + Target,4297,0.06999999999999999,0.58,0.33999999999999997
153,CrossQ + L2 + Target,4302,0.09,0.5800000000000001,0.33999999999999997
154,CrossQ + L2 + Target,4340,0.08,0.5800000000000001,0.33999999999999997
155,CrossQ + L2 + Target,4352,0.06999999999999999,0.5800000000000001,0.32999999999999996
156,CrossQ + L2 + Target,4354,0.07999999999999999,0.5800000000000001,0.32999999999999996
157,CrossQ + L2 + Target,4355,0.09,0.5900000000000001,0.32999999999999996
158,CrossQ + L2 + Target,4378,0.09,0.5900000000000001,0.32999999999999996
159,CrossQ + L2 + Target,4421,0.07999999999999999,0.5900000000000001,0.33
160,CrossQ + L2 + Target,4426,0.06999999999999999,0.5900000000000001,0.33
161,CrossQ + L2 + Target,4454,0.08999999999999998,0.6000000000000001,0.32000000000000006
162,CrossQ + L2 + Target,4476,0.09999999999999999,0.5800000000000001,0.32000000000000006
163,CrossQ + L2 + Target,4495,0.11,0.5800000000000001,0.33
164,CrossQ + L2 + Target,4517,0.1,0.5800000000000001,0.33
165,CrossQ + L2 + Target,4529,0.09,0.59,0.31
166,CrossQ + L2 + Target,4543,0.09,0.59,0.32999999999999996
167,CrossQ + L2 + Target,4548,0.09,0.6,0.32
168,CrossQ + L2 + Target,4552,0.07999999999999999,0.59,0.31000000000000005
169,CrossQ + L2 + Target,4553,0.07,0.6000000000000001,0.31
170,CrossQ + L2 + Target,4606,0.07,0.6000000000000001,0.30999999999999994
171,CrossQ + L2 + Target,4631,0.08,0.6000000000000001,0.31999999999999995
172,CrossQ + L2 + Target,4644,0.09,0.5900000000000001,0.33999999999999997
173,CrossQ + L2 + Target,4664,0.09,0.5900000000000001,0.33
174,CrossQ + L2 + Target,4672,0.09,0.6000000000000001,0.32
175,CrossQ + L2 + Target,4677,0.08000000000000002,0.5900000000000001,0.31999999999999995
176,CrossQ + L2 + Target,4725,0.08000000000000002,0.5800000000000001,0.31999999999999995
177,CrossQ + L2 + Target,4750,0.1,0.59,0.31
178,CrossQ + L2 + Target,4764,0.11000000000000001,0.5900000000000001,0.32
179,CrossQ + L2 + Target,4794,0.12,0.5700000000000001,0.32
180,CrossQ + L2 + Target,4803,0.11000000000000001,0.5700000000000001,0.3
181,CrossQ + L2 + Target,4804,0.11000000000000001,0.59,0.3
182,CrossQ + L2 + Target,4812,0.11000000000000001,0.57,0.3
183,CrossQ + L2 + Target,4869,0.12,0.58,0.3
184,CrossQ + L2 + Target,4879,0.12,0.59,0.29000000000000004
185,CrossQ + L2 + Target,4882,0.14,0.5800000000000001,0.30000000000000004
186,CrossQ + L2 + Target,4888,0.14,0.56,0.29000000000000004
187,CrossQ + L2 + Target,4895,0.12,0.5700000000000001,0.30000000000000004
188,CrossQ + L2 + Target,4895,0.12,0.5700000000000001,0.30000000000000004
189,CrossQ + L2 + Target,4895,0.12,0.58,0.30000000000000004
190,CrossQ + L2 + Target,4895,0.12,0.58,0.30000000000000004
191,CrossQ + L2 + Target,4895,0.14,0.5700000000000001,0.30000000000000004
192,CrossQ + L2 + Target,4895,0.14,0.5700000000000001,0.30000000000000004
193,CrossQ + L2 + Target,4895,0.14,0.58,0.30000000000000004
194,CrossQ + L2 + Target,4895,0.14,0.58,0.30000000000000004
195,CrossQ + L2 + Target,4977,0.13,0.58,0.31
196,CrossQ + L2 + Target,5001,0.13,0.5700000000000001,0.29
197,CrossQ + L2 + Target,5015,0.12000000000000001,0.5900000000000001,0.28
198,CrossQ + L2 + Target,5039,0.13,0.5900000000000001,0.28
199,CrossQ + L2 + Target,5055,0.12,0.5800000000000001,0.28
200,CrossQ + L2 + Target,5063,0.12,0.58,0.29000000000000004
201,CrossQ + L2 + Target,5077,0.13,0.5599999999999999,0.29000000000000004
202,CrossQ + L2 + Target,5084,0.13,0.56,0.31000000000000005
203,CrossQ + L2 + Target,5120,0.12000000000000001,0.5800000000000001,0.30000000000000004
204,CrossQ + L2 + Target,5130,0.14,0.5800000000000001,0.30000000000000004
205,CrossQ + L2 + Target,5139,0.13,0.5700000000000001,0.30000000000000004
206,CrossQ + L2 + Target,5146,0.12,0.5800000000000001,0.28
207,CrossQ + L2 + Target,5158,0.13,0.5900000000000001,0.28
208,CrossQ + L2 + Target,5175,0.13,0.59,0.27
209,CrossQ + L2 + Target,5222,0.14,0.58,0.28
210,CrossQ + L2 + Target,5228,0.14,0.59,0.28
211,CrossQ + L2 + Target,5266,0.14,0.58,0.27
212,CrossQ + L2 + Target,5290,0.15,0.59,0.28
213,CrossQ + L2 + Target,5314,0.13,0.59,0.27
214,CrossQ + L2 + Target,5324,0.13,0.58,0.27
215,CrossQ + L2 + Target,5328,0.14,0.58,0.29000000000000004
216,CrossQ + L2 + Target,5335,0.13,0.58,0.29000000000000004
217,CrossQ + L2 + Target,5342,0.13,0.58,0.29000000000000004
218,CrossQ + L2 + Target,5391,0.15000000000000002,0.5599999999999999,0.29000000000000004
219,CrossQ + L2 + Target,5397,0.14,0.5599999999999999,0.29000000000000004
220,CrossQ + L2 + Target,5409,0.15000000000000002,0.5599999999999999,0.30000000000000004
221,CrossQ + L2 + Target,5426,0.14,0.5599999999999999,0.30000000000000004
222,CrossQ + L2 + Target,5442,0.14,0.5599999999999999,0.31000000000000005
223,CrossQ + L2 + Target,5453,0.14,0.5599999999999999,0.30000000000000004
224,CrossQ + L2 + Target,5473,0.14,0.5599999999999999,0.30000000000000004
225,CrossQ + L2 + Target,5494,0.14,0.54,0.30000000000000004
226,CrossQ + L2 + Target,5517,0.15,0.5700000000000001,0.30000000000000004
227,CrossQ + L2 + Target,5565,0.13,0.56,0.31000000000000005
228,CrossQ + L2 + Target,5575,0.13,0.55,0.30000000000000004
229,CrossQ + L2 + Target,5593,0.13,0.56,0.29000000000000004
230,CrossQ + L2 + Target,5642,0.15,0.55,0.30000000000000004
231,CrossQ + L2 + Target,5649,0.15,0.5499999999999999,0.30000000000000004
232,CrossQ + L2 + Target,5651,0.15999999999999998,0.53,0.30000000000000004
233,CrossQ + L2 + Target,5678,0.15999999999999998,0.54,0.30000000000000004
234,CrossQ + L2 + Target,5693,0.15999999999999998,0.53,0.30000000000000004
235,CrossQ + L2 + Target,5704,0.16999999999999998,0.54,0.30000000000000004
236,CrossQ + L2 + Target,5715,0.15,0.5499999999999999,0.30000000000000004
237,CrossQ + L2 + Target,5724,0.15,0.5499999999999999,0.29000000000000004
238,CrossQ + L2 + Target,5745,0.15,0.5499999999999999,0.3
239,CrossQ + L2 + Target,5751,0.14,0.5399999999999999,0.29
240,CrossQ + L2 + Target,5762,0.15000000000000002,0.54,0.3
241,CrossQ + L2 + Target,5768,0.14,0.56,0.3
242,CrossQ + L2 + Target,5772,0.15,0.54,0.3
243,CrossQ + L2 + Target,5779,0.15,0.52,0.32
244,CrossQ + L2 + Target,5893,0.13999999999999999,0.53,0.32
245,CrossQ + L2 + Target,5902,0.13999999999999999,0.53,0.31
246,CrossQ + L2 + Target,5906,0.15,0.53,0.33
247,CrossQ + L2 + Target,5929,0.15,0.54,0.32
248,CrossQ + L2 + Target,5938,0.15000000000000002,0.52,0.33
249,CrossQ + L2 + Target,5966,0.13,0.54,0.33
250,CrossQ + L2 + Target,5975,0.14,0.54,0.33
251,CrossQ + L2 + Target,6005,0.15000000000000002,0.54,0.32000000000000006
252,CrossQ + L2 + Target,6013,0.14,0.54,0.31000000000000005
253,CrossQ + L2 + Target,6019,0.15,0.5399999999999999,0.32
254,CrossQ + L2 + Target,6021,0.14,0.5399999999999999,0.32999999999999996
255,CrossQ + L2 + Target,6023,0.14,0.5199999999999999,0.33999999999999997
256,CrossQ + L2 + Target,6030,0.12,0.5399999999999999,0.32
257,CrossQ + L2 + Target,6080,0.13,0.5299999999999999,0.35
258,CrossQ + L2 + Target,6094,0.13,0.5299999999999999,0.34
259,CrossQ + L2 + Target,6144,0.12,0.5299999999999999,0.34
260,CrossQ + L2 + Target,6157,0.10999999999999999,0.5399999999999999,0.33999999999999997
261,CrossQ + L2 + Target,6170,0.12,0.5399999999999999,0.36
262,CrossQ + L2 + Target,6171,0.12,0.5399999999999999,0.35000000000000003
263,CrossQ + L2 + Target,6175,0.1,0.52,0.36
264,CrossQ + L2 + Target,6189,0.11,0.5399999999999999,0.35
265,CrossQ + L2 + Target,6256,0.09999999999999999,0.53,0.34
266,CrossQ + L2 + Target,6272,0.12000000000000001,0.56,0.34
267,CrossQ + L2 + Target,6286,0.12000000000000002,0.53,0.33999999999999997
268,CrossQ + L2 + Target,6331,0.1,0.55,0.33999999999999997
269,CrossQ + L2 + Target,6345,0.09,0.5599999999999999,0.33
270,CrossQ + L2 + Target,6395,0.1,0.5599999999999999,0.33999999999999997
271,CrossQ + L2 + Target,6421,0.09,0.5499999999999999,0.33999999999999997
272,CrossQ + L2 + Target,6421,0.09,0.5499999999999999,0.34
273,CrossQ + L2 + Target,6421,0.09,0.5700000000000001,0.33999999999999997
274,CrossQ + L2 + Target,6421,0.09,0.5700000000000001,0.34
275,CrossQ + L2 + Target,6421,0.10999999999999999,0.5499999999999999,0.33999999999999997
276,CrossQ + L2 + Target,6421,0.10999999999999999,0.5499999999999999,0.34
277,CrossQ + L2 + Target,6421,0.10999999999999999,0.5700000000000001,0.33999999999999997
278,CrossQ + L2 + Target,6421,0.10999999999999999,0.5700000000000001,0.34
279,CrossQ + L2 + Target,6422,0.09,0.56,0.34
280,CrossQ + L2 + Target,6426,0.1,0.5700000000000001,0.34
281,CrossQ + L2 + Target,6440,0.11,0.5800000000000001,0.34
282,CrossQ + L2 + Target,6461,0.09999999999999999,0.55,0.33999999999999997
283,CrossQ + L2 + Target,6491,0.09,0.5700000000000001,0.33
284,CrossQ + L2 + Target,6507,0.1,0.5700000000000001,0.34
285,CrossQ + L2 + Target,6507,0.1,0.5700000000000001,0.35
286,CrossQ + L2 + Target,6507,0.1,0.5700000000000001,0.34
287,CrossQ + L2 + Target,6507,0.1,0.5700000000000001,0.35
288,CrossQ + L2 + Target,6507,0.09,0.5700000000000001,0.34
289,CrossQ + L2 + Target,6507,0.09,0.5700000000000001,0.35
290,CrossQ + L2 + Target,6507,0.09,0.5700000000000001,0.34
291,CrossQ + L2 + Target,6507,0.09,0.5700000000000001,0.35
292,CrossQ + L2 + Target,6514,0.09,0.55,0.36
293,CrossQ + L2 + Target,6519,0.1,0.54,0.35
294,CrossQ + L2 + Target,6523,0.11000000000000001,0.5700000000000001,0.33999999999999997
295,CrossQ + L2 + Target,6537,0.08000000000000002,0.56,0.33999999999999997
296,CrossQ + L2 + Target,6565,0.07,0.5700000000000001,0.35
297,CrossQ + L2 + Target,6612,0.07,0.5700000000000001,0.36
298,CrossQ + L2 + Target,6646,0.07,0.57,0.36
299,CrossQ + L2 + Target,6672,0.08,0.55,0.36
300,CrossQ + L2 + Target,6712,0.06999999999999999,0.5700000000000001,0.35
301,CrossQ + L2 + Target,6758,0.06,0.5700000000000001,0.36
302,CrossQ + L2 + Target,6765,0.06000000000000001,0.5900000000000001,0.36
303,CrossQ + L2 + Target,6770,0.06000000000000001,0.5800000000000001,0.33999999999999997
304,CrossQ + L2 + Target,6774,0.05,0.6000000000000001,0.35
305,CrossQ + L2 + Target,6784,0.07,0.6000000000000001,0.33999999999999997
306,CrossQ + L2 + Target,6788,0.05,0.6000000000000001,0.33999999999999997
307,CrossQ + L2 + Target,6793,0.06,0.6000000000000001,0.34
308,CrossQ + L2 + Target,6816,0.04999999999999999,0.6000000000000001,0.35000000000000003
309,CrossQ + L2 + Target,6827,0.06,0.5800000000000001,0.36
310,CrossQ + L2 + Target,6831,0.04000000000000001,0.5900000000000001,0.36
311,CrossQ + L2 + Target,6869,0.060000000000000005,0.5800000000000001,0.38
312,CrossQ + L2 + Target,6883,0.049999999999999996,0.5700000000000001,0.38
313,CrossQ + L2 + Target,6897,0.049999999999999996,0.59,0.37
314,CrossQ + L2 + Target,7021,0.04,0.59,0.35
315,CrossQ + L2 + Target,7035,0.06,0.5900000000000001,0.36
316,CrossQ + L2 + Target,7039,0.04999999999999999,0.6,0.36000000000000004
317,CrossQ + L2 + Target,7044,0.05999999999999999,0.6,0.35000000000000003
318,CrossQ + L2 + Target,7067,0.049999999999999996,0.5900000000000001,0.36
319,CrossQ + L2 + Target,7078,0.04,0.6,0.34
320,CrossQ + L2 + Target,7082,0.05000000000000001,0.6099999999999999,0.35000000000000003
321,CrossQ + L2 + Target,7120,0.030000000000000006,0.6099999999999999,0.34
322,CrossQ + L2 + Target,7134,0.04,0.6099999999999999,0.34
323,CrossQ + L2 + Target,7148,0.05,0.6199999999999999,0.34
324,CrossQ + L2 + Target,7154,0.03,0.6,0.36
325,CrossQ + L2 + Target,7168,0.05,0.5900000000000001,0.36
326,CrossQ + L2 + Target,7172,0.05,0.6000000000000001,0.35
327,CrossQ + L2 + Target,7186,0.049999999999999996,0.6,0.35
328,CrossQ + L2 + Target,7194,0.05999999999999999,0.58,0.37
329,CrossQ + L2 + Target,7255,0.049999999999999996,0.5700000000000001,0.37
330,CrossQ + L2 + Target,7290,0.049999999999999996,0.5900000000000001,0.37
331,CrossQ + L2 + Target,7318,0.04,0.5900000000000001,0.38
332,CrossQ + L2 + Target,7320,0.05000000000000001,0.5800000000000001,0.38
333,CrossQ + L2 + Target,7320,0.05000000000000001,0.5800000000000001,0.37
334,CrossQ + L2 + Target,7320,0.05000000000000001,0.56,0.38
335,CrossQ + L2 + Target,7320,0.05000000000000001,0.56,0.37
336,CrossQ + L2 + Target,7320,0.05,0.5800000000000001,0.38
337,CrossQ + L2 + Target,7320,0.05,0.5800000000000001,0.37
338,CrossQ + L2 + Target,7320,0.05,0.56,0.38
339,CrossQ + L2 + Target,7320,0.05,0.56,0.37
340,CrossQ + L2 + Target,7329,0.05,0.58,0.37
341,CrossQ + L2 + Target,7348,0.07,0.56,0.38
342,CrossQ + L2 + Target,7378,0.06999999999999999,0.56,0.36
343,CrossQ + L2 + Target,7385,0.06999999999999999,0.58,0.37
344,CrossQ + L2 + Target,7405,0.06999999999999999,0.56,0.36
345,CrossQ + L2 + Target,7419,0.08,0.56,0.35
346,CrossQ + L2 + Target,7437,0.07,0.5800000000000001,0.36
347,CrossQ + L2 + Target,7445,0.07,0.5800000000000001,0.36
348,CrossQ + L2 + Target,7483,0.07,0.5700000000000001,0.36
349,CrossQ + L2 + Target,7541,0.05,0.5700000000000001,0.37999999999999995
350,CrossQ + L2 + Target,7546,0.04000000000000001,0.5700000000000001,0.38
351,CrossQ + L2 + Target,7571,0.05,0.5800000000000001,0.36
352,CrossQ + L2 + Target,7580,0.04000000000000001,0.5900000000000001,0.37
353,CrossQ + L2 + Target,7599,0.04000000000000001,0.5900000000000001,0.37
354,CrossQ + L2 + Target,7629,0.06,0.5800000000000001,0.37
355,CrossQ + L2 + Target,7634,0.06,0.5800000000000001,0.38
356,CrossQ + L2 + Target,7636,0.049999999999999996,0.5800000000000001,0.38
357,CrossQ + L2 + Target,7688,0.05,0.5900000000000001,0.36
358,CrossQ + L2 + Target,7696,0.05,0.6000000000000001,0.36
359,CrossQ + L2 + Target,7711,0.06999999999999999,0.5800000000000001,0.35
360,CrossQ + L2 + Target,7730,0.07999999999999999,0.5800000000000001,0.34
361,CrossQ + L2 + Target,7734,0.07,0.6100000000000001,0.34
362,CrossQ + L2 + Target,7738,0.08,0.5800000000000001,0.34
363,CrossQ + L2 + Target,7792,0.07,0.5900000000000001,0.35000000000000003
364,CrossQ + L2 + Target,7797,0.06999999999999999,0.6100000000000001,0.32000000000000006
365,CrossQ + L2 + Target,7880,0.06999999999999999,0.6,0.32000000000000006
366,CrossQ + L2 + Target,7885,0.07,0.6099999999999999,0.31
367,CrossQ + L2 + Target,7939,0.08,0.6199999999999999,0.31
368,CrossQ + L2 + Target,7947,0.06,0.6199999999999999,0.31
369,CrossQ + L2 + Target,7962,0.07,0.6299999999999999,0.31999999999999995
370,CrossQ + L2 + Target,7967,0.06,0.61,0.32
371,CrossQ + L2 + Target,7981,0.06,0.6,0.31000000000000005
372,CrossQ + L2 + Target,7985,0.07,0.61,0.31000000000000005
373,CrossQ + L2 + Target,7989,0.07,0.63,0.31000000000000005
374,CrossQ + L2 + Target,8007,0.09,0.61,0.31000000000000005
375,CrossQ + L2 + Target,8019,0.07,0.6,0.31
376,CrossQ + L2 + Target,8043,0.07,0.63,0.30000000000000004
377,CrossQ + L2 + Target,8048,0.08,0.62,0.30000000000000004
378,CrossQ + L2 + Target,8050,0.09,0.6,0.31
379,CrossQ + L2 + Target,8059,0.09,0.6000000000000001,0.3
380,CrossQ + L2 + Target,8131,0.08,0.61,0.3
381,CrossQ + L2 + Target,8190,0.08000000000000002,0.6399999999999999,0.28
382,CrossQ + L2 + Target,8218,0.07,0.63,0.3
383,CrossQ + L2 + Target,8236,0.09,0.6300000000000001,0.3
384,CrossQ + L2 + Target,8236,0.09,0.6300000000000001,0.3
385,CrossQ + L2 + Target,8236,0.09,0.6100000000000001,0.3
386,CrossQ + L2 + Target,8236,0.09,0.6100000000000001,0.3
387,CrossQ + L2 + Target,8236,0.07,0.6300000000000001,0.3
388,CrossQ + L2 + Target,8236,0.07,0.6300000000000001,0.3
